cause_medium,region_name,year,age_name,sex_name,death_abs,death_rate,YLL_abs,YLL_rate,YLD_abs,YLD_rate,DALY_abs,DALY_rate
Tuberculosis,Eastern sub-Saharan Africa,2010,5-9 years,Male,545,2.1,"42,931",168.5,"6,666",26.2,"49,597",194.7
Tuberculosis,Eastern sub-Saharan Africa,2010,5-9 years,Female,364,1.4,"28,675",114.2,"3,482",13.9,"32,156",128
Tuberculosis,Eastern sub-Saharan Africa,2010,5-9 years,Both,909,1.8,"71,605",141.5,"10,148",20.1,"81,753",161.6
Tuberculosis,Eastern sub-Saharan Africa,2010,10-14 years,Male,388,1.7,"28,547",128.4,"9,391",42.3,"37,938",170.7
Tuberculosis,Eastern sub-Saharan Africa,2010,10-14 years,Female,404,1.8,"29,756",135.2,"5,382",24.5,"35,138",159.7
Tuberculosis,Eastern sub-Saharan Africa,2010,10-14 years,Both,791,1.8,"58,303",131.8,"14,773",33.4,"73,076",165.2
Tuberculosis,Eastern sub-Saharan Africa,2010,15-19 years,Male,"1,293",6.7,"88,717",458.9,"11,473",59.3,"100,191",518.3
Tuberculosis,Eastern sub-Saharan Africa,2010,15-19 years,Female,"1,606",8.3,"110,308",573.5,"7,120",37,"117,428",610.5
Tuberculosis,Eastern sub-Saharan Africa,2010,15-19 years,Both,"2,899",7.5,"199,026",516.1,"18,593",48.2,"217,618",564.3
Tuberculosis,Eastern sub-Saharan Africa,2010,20-24 years,Male,"3,688",22,"235,285","1,406.80","13,284",79.4,"248,569","1,486.20"
Tuberculosis,Eastern sub-Saharan Africa,2010,20-24 years,Female,"3,893",23.3,"248,420","1,485.90","8,431",50.4,"256,852","1,536.30"
Tuberculosis,Eastern sub-Saharan Africa,2010,20-24 years,Both,"7,580",22.7,"483,705","1,446.30","21,715",64.9,"505,421","1,511.20"
Tuberculosis,Eastern sub-Saharan Africa,2010,25-29 years,Male,"5,998",43.2,"353,346","2,542.90","31,235",224.8,"384,581","2,767.70"
Tuberculosis,Eastern sub-Saharan Africa,2010,25-29 years,Female,"4,958",35.6,"292,046","2,097.70","18,121",130.2,"310,167","2,227.90"
Tuberculosis,Eastern sub-Saharan Africa,2010,25-29 years,Both,"10,956",39.4,"645,392","2,320.10","49,355",177.4,"694,748","2,497.60"
Tuberculosis,Eastern sub-Saharan Africa,2010,30-34 years,Male,"7,005",60.8,"377,834","3,277.30","35,074",304.2,"412,908","3,581.50"
Tuberculosis,Eastern sub-Saharan Africa,2010,30-34 years,Female,"4,143",36,"223,384","1,941.00","17,589",152.8,"240,973","2,093.90"
Tuberculosis,Eastern sub-Saharan Africa,2010,30-34 years,Both,"11,148",48.4,"601,218","2,609.70","52,663",228.6,"653,881","2,838.30"
Tuberculosis,Eastern sub-Saharan Africa,2010,35-39 years,Male,"6,499",71.1,"318,617","3,485.50","34,625",378.8,"353,242","3,864.30"
Tuberculosis,Eastern sub-Saharan Africa,2010,35-39 years,Female,"3,938",43.3,"193,135","2,124.60","17,418",191.6,"210,553","2,316.20"
Tuberculosis,Eastern sub-Saharan Africa,2010,35-39 years,Both,"10,437",57.2,"511,751","2,806.90","52,043",285.5,"563,794","3,092.40"
Tuberculosis,Eastern sub-Saharan Africa,2010,40-44 years,Male,"5,351",75,"236,294","3,311.10","31,436",440.5,"267,731","3,751.60"
Tuberculosis,Eastern sub-Saharan Africa,2010,40-44 years,Female,"2,872",40,"126,963","1,769.70","15,940",222.2,"142,903","1,991.90"
Tuberculosis,Eastern sub-Saharan Africa,2010,40-44 years,Both,"8,223",57.5,"363,257","2,538.30","47,377",331.1,"410,634","2,869.40"
Tuberculosis,Eastern sub-Saharan Africa,2010,45-49 years,Male,"5,359",94.4,"210,891","3,715.90","31,063",547.3,"241,953","4,263.20"
Tuberculosis,Eastern sub-Saharan Africa,2010,45-49 years,Female,"2,770",46.8,"109,032","1,843.00","15,854",268,"124,886","2,111.00"
Tuberculosis,Eastern sub-Saharan Africa,2010,45-49 years,Both,"8,129",70.1,"319,923","2,760.00","46,917",404.8,"366,839","3,164.70"
Tuberculosis,Eastern sub-Saharan Africa,2010,50-54 years,Male,"6,495",142.8,"225,082","4,949.60","22,361",491.7,"247,443","5,441.30"
Tuberculosis,Eastern sub-Saharan Africa,2010,50-54 years,Female,"3,269",65.8,"113,267","2,279.20","13,728",276.2,"126,995","2,555.50"
Tuberculosis,Eastern sub-Saharan Africa,2010,50-54 years,Both,"9,764",102.6,"338,349","3,555.20","36,089",379.2,"374,438","3,934.40"
Tuberculosis,Eastern sub-Saharan Africa,2010,55-59 years,Male,"6,594",179.5,"198,018","5,391.80","22,080",601.2,"220,098","5,993.00"
Tuberculosis,Eastern sub-Saharan Africa,2010,55-59 years,Female,"3,450",83.5,"103,503","2,504.50","13,575",328.5,"117,077","2,833.00"
Tuberculosis,Eastern sub-Saharan Africa,2010,55-59 years,Both,"10,043",128.7,"301,520","3,863.00","35,654",456.8,"337,175","4,319.80"
